CUIT,Razon social,Anticipo,TRX,Rég.,ISIB Anual,DDJJs ISIB,PNG Anual,DDJJs IVA,Cod. Act.,Desc. Act. NAES,Base Imp.,AlicDec.,Imp. Decla.,Obs.,Alic.Leg.,Imp. Determ.,Diferencia,Categoria,Fecha de Proceso,tipo_persona
34211814413,Contribuyente 0447,22025,3945197553,LO,"4.467.735,00",12,0,0,855000,Servicios de apoyo a la educación,"541.524,00","1,5","8.122,86",SI,3,"16.245,72","8.122,86",Masivo,23/04/25,Humana
45619523466,Contribuyente 0448,12025,3962242031,CM,"7.156.287,00",12,0,0,772010,Alquiler de videos y video juegos,"294.965,00",2,"5.899,30",SI,3,"8.848,95","2.949,65",Masivo,23/04/25,Humana
40321603296,Contribuyente 0449,22025,3940202332,CM,"8.994.477,00",12,0,0,772010,Alquiler de videos y video juegos,"294.965,00",2,"5.899,30",SI,3,"8.848,95","2.949,65",Masivo,23/04/25,Humana
34893115314,Contribuyente 0450,22025,3960737946,CM,"6.957.009,00",12,0,0,681020,Servicios de alquiler de consultorios médicos,"207.060,09","1,5","3.105,90",SI,3,"6.211,80","3.105,90",Masivo,23/04/25,Humana
40027168398,Contribuyente 0451,12025,3965952412,CM,"4.017.742,00",12,0,0,331101,"Reparación y mantenimiento de productos de metal, excepto maquinaria y equipo","59.010,00","2,5","1.475,25",SI,3,"1.770,30","295,05",Masivo,23/04/25,Humana
32291669081,Contribuyente 0452,22025,3937858421,LO,"14.588.145,00",12,0,0,561019,Servicios de expendio de comidas y bebidas en establecimientos con servicio de mesa y/o en mostrador n.c.p.,"734.906,00","1,5","11.023,59",SI,3,"22.047,18","11.023,59",Masivo,23/04/25,Humana
41505993861,Contribuyente 0453,22025,3961042774,CM,"14.448.451,00",12,0,0,492280,Servicio de transporte automotor urbano de carga n.c.p.,"45.000,00","1,5",675,SI,2,900,225,Masivo,23/04/25,Humana
30722930192,Contribuyente 0454,12025,3959632304,CM,"16.076.790,00",12,0,0,492280,Servicio de transporte automotor urbano de carga n.c.p.,"738.600,00","1,5","11.079,00",SI,2,"14.772,00","3.693,00",Masivo,23/04/25,Humana
33033327287,Contribuyente 0455,12025,3939051708,LO,"7.299.718,00",12,0,0,692000,"Servicios de contabilidad, auditoría y asesoría fiscal","530.308,00","1,5","7.954,62",SI,3,"15.909,24","7.954,62",Masivo,23/04/25,Humana
27704381940,Contribuyente 0456,12025,3937026219,CM,"13.538.611,00",12,0,0,662090,Servicios auxiliares a los servicios de seguros n.c.p.,"65.247,71",3,"1.957,43",SI,"5,5","3.588,62","1.631,19",Masivo,23/04/25,Humana
24116667634,Contribuyente 0457,22025,3944319037,LO,"10.792.059,00",12,0,0,561013,"Servicios de ""fast food"" y locales de venta de comidas y bebidas al paso","1.825.000,00","1,5","27.375,00",SI,3,"54.750,00","27.375,00",Masivo,23/04/25,Humana
44304856334,Contribuyente 0458,12025,3960233013,LO,"11.071.930,00",12,0,0,661999,Servicios auxiliares a la intermediación financiera n.c.p.,"251.000,00",3,"7.530,00",SI,"5,5","13.805,00","6.275,00",Masivo,23/04/25,Humana
23971393122,Contribuyente 0459,12025,3928626423,LO,"22.030.715,00",12,0,0,920001,"Servicios de recepción de apuestas de quiniela, lotería y similares","878.788,00",3,"26.363,64",SI,6,"52.727,28","26.363,64",Masivo,23/04/25,Humana
44855540710,Contribuyente 0460,22025,3945082824,LO,"16.044.407,00",12,0,0,920001,"Servicios de recepción de apuestas de quiniela, lotería y similares","1.819.412,00",3,"54.582,36",SI,6,"109.164,72","54.582,36",Masivo,23/04/25,Humana
39032499310,Contribuyente 0461,12025,3955703191,LO,"5.335.149,00",12,0,0,433040,Pintura y trabajos de decoración,"200.000,00","1,5","3.000,00",SI,2,"4.000,00","1.000,00",Masivo,23/04/25,Humana
44158753577,Contribuyente 0462,22025,3940895150,LO,"6.451.903,00",12,0,0,433040,Pintura y trabajos de decoración,"550.000,00","1,5","8.250,00",SI,2,"11.000,00","2.750,00",Masivo,23/04/25,Humana
41341318101,Contribuyente 0463,22025,3960372312,LO,"191.718,00",6,0,0,477450,Venta al por menor de materiales y productos de limpieza,"51.740,00",2,"1.034,80",SI,3,"1.552,20","517,4",Masivo,23/04/25,Humana
41749459714,Contribuyente 0464,12025,3957040687,LO,"17.175.862,00",12,0,0,611010,Servicios de locutorios,"1.207.575,58",2,"24.151,51",SI,3,"36.227,27","12.075,76",Masivo,23/04/25,Humana
43249751635,Contribuyente 0465,22025,3930738978,LO,"15.918.022,00",12,8359337,12,471192,"Venta al por menor de tabaco, cigarros y cigarrillos en kioscos, polirrubros y comercios no especializados n.c.p.","355.636,36",3,"10.669,09",SI,6,"21.338,18","10.669,09",Masivo,23/04/25,Humana
24361233725,Contribuyente 0466,12025,3961324493,LO,"13.072.168,00",12,8359183,12,471192,"Venta al por menor de tabaco, cigarros y cigarrillos en kioscos, polirrubros y comercios no especializados n.c.p.","776.859,51",3,"23.305,79",SI,6,"46.611,57","23.305,78",Masivo,23/04/25,Humana
30791212291,Contribuyente 0467,22025,3937761060,CM,"21.224.018,00",12,0,0,492299,Servicio de transporte automotor de cargas n.c.p.,"1.409.500,00","1,5","21.142,50",SI,2,"28.190,00","7.047,50",Masivo,23/04/25,Humana
25066234330,Contribuyente 0468,12025,3966718906,CM,"12.441.342,00",12,0,0,492299,Servicio de transporte automotor de cargas n.c.p.,"2.229.500,00","1,5","33.442,50",SI,2,"44.590,00","11.147,50",Masivo,23/04/25,Humana
44145800435,Contribuyente 0469,12025,3933304405,CM,"18.884.361,00",12,0,0,662090,Servicios auxiliares a los servicios de seguros n.c.p.,"180.000,00","3,5","6.300,00",SI,"5,5","9.900,00","3.600,00",Masivo,23/04/25,Humana
35428083149,Contribuyente 0470,22025,3939564415,CM,"13.536.257,00",12,0,0,662090,Servicios auxiliares a los servicios de seguros n.c.p.,"310.000,00","3,5","10.850,00",SI,"5,5","17.050,00","6.200,00",Masivo,23/04/25,Humana
38533515713,Contribuyente 0471,22025,3961695559,CM,"11.604.035,00",12,0,0,492280,Servicio de transporte automotor urbano de carga n.c.p.,"1.200.000,00","1,5","18.000,00",SI,2,"24.000,00","6.000,00",Masivo,23/04/25,Humana
27274958039,Contribuyente 0472,12025,3966078626,CM,"13.532.285,00",12,0,0,492280,Servicio de transporte automotor urbano de carga n.c.p.,"1.250.000,00","1,5","18.750,00",SI,2,"25.000,00","6.250,00",Masivo,23/04/25,Humana
37122852890,Contribuyente 0473,12025,3946997722,LO,"18.902.220,00",12,13447980,12,524120,Servicios de playas de estacionamiento y garajes,"1.656.737,20","1,5","24.851,06",SI,3,"49.702,12","24.851,06",Masivo,23/04/25,Humana
40776039220,Contribuyente 0474,22025,3935326948,LO,"14.692.749,00",12,13447931,12,524120,Servicios de playas de estacionamiento y garajes,"1.777.109,11","1,5","26.656,64",SI,3,"53.313,27","26.656,63",Masivo,23/04/25,Humana
39770239439,Contribuyente 0475,12025,3958221631,CM,"5.583.129,00",12,0,0,662020,Servicios de productores y asesores de seguros,"299.195,00","3,5","10.471,83",SI,"5,5","16.455,72","5.983,89",Masivo,23/04/25,Humana
37936068558,Contribuyente 0476,22025,3938976934,CM,"5.141.684,00",12,0,0,662020,Servicios de productores y asesores de seguros,"424.200,00","3,5","14.847,00",SI,"5,5","23.331,00","8.484,00",Masivo,23/04/25,Humana
27903248225,Contribuyente 0477,22025,3963501335,LO,"4.841.447,00",12,0,0,661999,Servicios auxiliares a la intermediación financiera n.c.p.,"423.000,00",3,"12.690,00",SI,"5,5","23.265,00","10.575,00",Masivo,23/04/25,Humana
24360200950,Contribuyente 0478,12025,3961480288,LO,"6.580.941,00",12,0,0,661999,Servicios auxiliares a la intermediación financiera n.c.p.,"634.500,00",3,"19.035,00",SI,"5,5","34.897,50","15.862,50",Masivo,23/04/25,Humana
43546717485,Contribuyente 0479,12025,3941169668,CM,"12.744.262,00",12,0,0,492299,Servicio de transporte automotor de cargas n.c.p.,"1.010.000,00","1,5","15.150,00",SI,2,"20.200,00","5.050,00",Masivo,23/04/25,Humana
36209248334,Contribuyente 0480,22025,3933886613,LO,"4.819.610,00",3,0,0,731009,Servicios de publicidad n.c.p.,"663.178,00","1,5","9.947,67",SI,2,"13.263,56","3.315,89",Masivo,23/04/25,Humana
27898925873,Contribuyente 0481,12025,3956411056,CM,"10.502.157,00",12,0,0,662090,Servicios auxiliares a los servicios de seguros n.c.p.,"11.476,90","3,5","401,69",SI,"5,5","631,23","229,54",Masivo,23/04/25,Humana
28368843225,Contribuyente 0482,22025,3941393110,CM,"5.642.814,00",12,0,0,662090,Servicios auxiliares a los servicios de seguros n.c.p.,"20.703,34","3,5","724,62",SI,"5,5","1.138,68","414,06",Masivo,23/04/25,Humana
35314165774,Contribuyente 0483,12025,3962107530,CM,"3.624.141,00",3,0,0,910900,Servicios culturales n.c.p.,"1.499.850,00",1,"14.998,50",SI,3,"44.995,50","29.997,00",Masivo,23/04/25,Humana
41822257955,Contribuyente 0484,22025,3937563336,CM,"4.633.842,00",3,0,0,910900,Servicios culturales n.c.p.,"1.499.850,00",1,"14.998,50",SI,3,"44.995,50","29.997,00",Masivo,23/04/25,Humana
31719542852,Contribuyente 0485,22025,3959518414,CM,"6.010.416,00",12,0,0,662020,Servicios de productores y asesores de seguros,"28.721,45",3,"861,64",SI,"5,5","1.579,68","718,04",Masivo,23/04/25,Humana
43864065581,Contribuyente 0486,12025,3957743726,CM,"9.953.085,00",12,0,0,662020,Servicios de productores y asesores de seguros,"41.475,47",3,"1.244,26",SI,"5,5","2.281,15","1.036,89",Masivo,23/04/25,Humana
29271555534,Contribuyente 0487,22025,3957759633,CM,"-8.779,00",12,0,0,662020,Servicios de productores y asesores de seguros,"7.270,80","3,5","254,48",SI,"5,5","399,89","145,41",Masivo,23/04/25,Humana
35172706417,Contribuyente 0488,12025,3960475854,CM,"2.007.420,00",12,0,0,662020,Servicios de productores y asesores de seguros,"58.369,22","3,5","2.042,92",SI,"5,5","3.210,31","1.167,39",Masivo,23/04/25,Humana
42957891933,Contribuyente 0489,22025,3951165282,CM,"1.357.711,00",12,0,0,662020,Servicios de productores y asesores de seguros,"106.753,26","3,5","3.736,36",SI,"5,5","5.871,43","2.135,07",Masivo,23/04/25,Humana
28493884592,Contribuyente 0490,22025,3951179688,CM,"25.971.489,00",12,0,0,662020,Servicios de productores y asesores de seguros,"919.228,89","4,5","41.365,30",SI,"5,5","50.557,59","9.192,29",Masivo,23/04/25,Humana
30247352907,Contribuyente 0491,12025,3957693599,CM,"16.669.837,00",12,0,0,662020,Servicios de productores y asesores de seguros,"944.065,21","4,5","42.482,93",SI,"5,5","51.923,59","9.440,66",Masivo,23/04/25,Humana
25059672214,Contribuyente 0492,22025,3935673274,LO,"10.106.238,00",12,0,0,410011,"Construcción, reforma y reparación de edificios residenciales","1.685.000,00",1,"16.850,00",SI,2,"33.700,00","16.850,00",Masivo,23/04/25,Humana
27860561936,Contribuyente 0493,22025,3966060238,CM,"-880,00",12,0,0,492299,Servicio de transporte automotor de cargas n.c.p.,"275.000,00","1,5","4.125,00",SI,2,"5.500,00","1.375,00",Masivo,23/04/25,Humana
43847813320,Contribuyente 0494,12025,3962960771,LO,"9.257.901,00",12,0,0,662020,Servicios de productores y asesores de seguros,"1.122.258,55",5,"56.112,93",SI,"5,5","61.724,22","5.611,29",Masivo,23/04/25,Humana
40299184652,Contribuyente 0495,22025,3941028795,LO,"6.044.255,00",12,0,0,662020,Servicios de productores y asesores de seguros,"1.202.315,06",5,"60.115,75",SI,"5,5","66.127,33","6.011,58",Masivo,23/04/25,Humana
42127951285,Contribuyente 0496,12025,3960320176,LO,"4.880.905,00",4,4512664,4,530090,Servicios de mensajerías.,"812.500,00",2,"16.250,00",SI,3,"24.375,00","8.125,00",Masivo,23/04/25,Humana
32000467517,Contribuyente 0497,22025,3940018715,LO,"8.406.044,00",4,4512736,4,530090,Servicios de mensajerías.,"1.070.300,00",2,"21.406,00",SI,3,"32.109,00","10.703,00",Masivo,23/04/25,Humana
24954047888,Contribuyente 0498,12025,3970852920,LO,"1.480.781,00",1,0,0,461091,"Venta al por mayor en comisión o consignación de productos textiles, prendas de vestir, calzado excepto el ortopédico, artículos de marroquinería, paraguas y similares y productos de cuero n.c.p.","1.529.422,00",5,"76.471,10",SI,"5,5","84.118,21","7.647,11",Masivo,23/04/25,Humana
23566362707,Contribuyente 0499,12025,3929832612,CM,"8.892.688,00",12,0,0,492280,Servicio de transporte automotor urbano de carga n.c.p.,"710.000,00","1,25","8.875,00",SI,2,"14.200,00","5.325,00",Masivo,23/04/25,Humana
37930914340,Contribuyente 0500,22025,3938450282,CM,"13.622.333,00",12,0,0,492280,Servicio de transporte automotor urbano de carga n.c.p.,"730.000,00","1,25","9.125,00",SI,2,"14.600,00","5.475,00",Masivo,23/04/25,Humana
38731857137,Contribuyente 0501,12025,3965733653,LO,"8.105.129,00",12,0,0,477190,Venta al por menor de prendas y accesorios de vestir n.c.p.,"760.661,00",2,"15.213,22",SI,3,"22.819,83","7.606,61",Masivo,23/04/25,Humana
26107594664,Contribuyente 0502,22025,3960996731,LO,"10.316.450,00",12,0,0,477190,Venta al por menor de prendas y accesorios de vestir n.c.p.,"833.080,00",2,"16.661,60",SI,3,"24.992,40","8.330,80",Masivo,23/04/25,Humana
29312753780,Contribuyente 0503,22025,3961000107,LO,"21.633.563,00",12,0,0,662020,Servicios de productores y asesores de seguros,"1.069.713,00",5,"53.485,65",SI,"5,5","58.834,22","5.348,57",Masivo,23/04/25,Humana
38322148687,Contribuyente 0504,12025,3960121906,LO,"14.890.576,00",12,0,0,662020,Servicios de productores y asesores de seguros,"1.421.959,00",5,"71.097,95",SI,"5,5","78.207,74","7.109,79",Masivo,23/04/25,Humana
34329426164,Contribuyente 0505,12025,3938160490,LO,"6.180.888,00",7,0,0,841100,Servicios generales de la Administración Pública,"560.280,00","1,5","8.404,20",SI,3,"16.808,40","8.404,20",Masivo,23/04/25,Humana
33978107541,Contribuyente 0506,22025,3976805403,CM,"458.030,00",8,0,0,662020,Servicios de productores y asesores de seguros,"72.298,58",3,"2.168,96",SI,"5,5","3.976,42","1.807,46",Masivo,23/04/25,Humana
25619174841,Contribuyente 0507,12025,3954023705,CM,"349.377,00",8,0,0,662020,Servicios de productores y asesores de seguros,"650.753,86",3,"19.522,62",SI,"5,5","35.791,46","16.268,84",Masivo,23/04/25,Humana
37549615156,Contribuyente 0508,12025,3936820180,LO,"1.108.482,00",9,0,0,931090,Servicios para la práctica deportiva n.c.p.,"860.000,00","1,5","12.900,00",SI,3,"25.800,00","12.900,00",Masivo,23/04/25,Humana
38657663349,Contribuyente 0509,22025,3940253995,CM,"-485,00",0,0,0,952300,Reparación de tapizados y muebles,"5.728.676,00",2,"114.573,52",SI,3,"171.860,28","57.286,76",Masivo,23/04/25,Humana
34687778796,Contribuyente 0510,12025,3967148253,LO,"27.328.531,00",12,0,0,681010,"Servicios de alquiler y explotación de inmuebles para fiestas, convenciones y otros eventos similares","2.565.000,00","1,5","38.475,00",SI,3,"76.950,00","38.475,00",Masivo,23/04/25,Humana
25424170862,Contribuyente 0511,22025,3934458232,LO,"25.041.549,00",12,0,0,681010,"Servicios de alquiler y explotación de inmuebles para fiestas, convenciones y otros eventos similares","2.565.000,00","1,5","38.475,00",SI,3,"76.950,00","38.475,00",Masivo,23/04/25,Humana
31038281250,Contribuyente 0512,22025,3954874626,LO,"2.683.807,00",4,0,0,464129,"Venta al por mayor de prendas y accesorios de vestir n.c.p., excepto uniformes y ropa de trabajo","867.000,00",2,"17.340,00",SI,3,"26.010,00","8.670,00",Masivo,23/04/25,Humana
42112530193,Contribuyente 0513,22025,3952281994,LO,"-6.984,00",0,0,0,960990,Servicios personales n.c.p.,"2.030.000,00",2,"40.600,00",SI,3,"60.900,00","20.300,00",Masivo,23/04/25,Humana
40566903552,Contribuyente 0514,22025,3951966967,LO,"17.637.896,00",12,0,0,561019,Servicios de expendio de comidas y bebidas en establecimientos con servicio de mesa y/o en mostrador n.c.p.,"834.460,03","1,5","12.516,90",SI,3,"25.033,80","12.516,90",Masivo,23/04/25,Humana
35819171928,Contribuyente 0515,22025,3961159473,LO,"12.247.896,00",12,0,0,530090,Servicios de mensajerías.,"2.695.724,00","1,5","40.435,86",SI,3,"80.871,72","40.435,86",Masivo,23/04/25,Humana
30694768854,Contribuyente 0516,12025,3956968657,LO,"17.644.091,00",12,0,0,530090,Servicios de mensajerías.,"2.918.715,00","1,5","43.780,73",SI,3,"87.561,45","43.780,72",Masivo,23/04/25,Humana
30817146177,Contribuyente 0517,22025,3938741379,CM,"13.987.864,00",12,0,0,479101,Venta al por menor por internet,"312.645,05","2,5","7.816,13",SI,3,"9.379,35","1.563,22",Masivo,23/04/25,Humana
45903092972,Contribuyente 0518,12025,3958677459,CM,"21.855.506,00",12,0,0,479101,Venta al por menor por internet,"505.725,79","2,5","12.643,14",SI,3,"15.171,77","2.528,63",Masivo,23/04/25,Humana
46406329916,Contribuyente 0519,22025,3937316369,LO,"16.561.619,00",12,0,0,702099,"Servicios de asesoramiento, dirección y gestión empresarial n.c.p.","1.635.703,00","1,5","24.535,55",SI,3,"49.071,09","24.535,54",Masivo,23/04/25,Humana
45474796191,Contribuyente 0520,12025,3958938799,CM,"1.853.431,00",12,0,0,662010,Servicios de evaluación de riesgos y daños,"59.974,58",3,"1.799,24",SI,"5,5","3.298,60","1.499,36",Masivo,23/04/25,Humana
33774701551,Contribuyente 0521,22025,3936473437,CM,"1.072.368,00",12,0,0,662010,Servicios de evaluación de riesgos y daños,"85.277,12",3,"2.558,31",SI,"5,5","4.690,24","2.131,93",Masivo,23/04/25,Humana
29340458581,Contribuyente 0522,12025,3953782191,CM,"4.715.568,00",10,0,0,662020,Servicios de productores y asesores de seguros,"606.861,14",4,"24.274,45",SI,"5,5","33.377,36","9.102,91",Masivo,23/04/25,Humana
45473502746,Contribuyente 0523,22025,3943190248,CM,"5.650.950,00",10,0,0,662020,Servicios de productores y asesores de seguros,"637.366,46",4,"25.494,66",SI,"5,5","35.055,16","9.560,50",Masivo,23/04/25,Humana
49421687368,Contribuyente 0524,12025,3965128278,LO,"8.541.256,00",7,0,0,960990,Servicios personales n.c.p.,"1.250.000,00","1,5","18.750,00",SI,3,"37.500,00","18.750,00",Masivo,23/04/25,Humana
42369932722,Contribuyente 0525,12025,3940329134,CM,"7.653.776,00",12,4669734,12,960990,Servicios personales n.c.p.,"398.200,00","1,5","5.973,00",SI,3,"11.946,00","5.973,00",Masivo,23/04/25,Humana
29442892104,Contribuyente 0526,12025,3939493887,LO,"18.392.433,00",12,0,0,960300,Pompas fúnebres y servicios conexos,"1.915.990,00","1,5","28.739,85",SI,3,"57.479,70","28.739,85",Masivo,23/04/25,Humana
51770246942,Contribuyente 0527,12025,3934771702,LO,"128.882,00",12,0,0,661999,Servicios auxiliares a la intermediación financiera n.c.p.,"7.000,00",3,210,SI,"5,5",385,175,Masivo,23/04/25,Humana
36208325956,Contribuyente 0528,22025,3935487547,LO,"93.429,00",12,0,0,661999,Servicios auxiliares a la intermediación financiera n.c.p.,"7.000,00",3,210,SI,"5,5",385,175,Masivo,23/04/25,Humana
47365876461,Contribuyente 0529,12025,3957405346,CM,"4.122.185,00",12,6866814,12,791102,Servicios minoristas de agencias de viajes en comisión,"110.687,50",5,"5.534,38",SI,6,"6.641,25","1.106,87",Masivo,23/04/25,Humana
33696815584,Contribuyente 0530,12025,3939197166,CM,"10.587.875,00",12,0,0,477440,"Venta al por menor de flores, plantas, semillas, abonos, fertilizantes y otros productos de vivero","79.530,58",1,"795,31",SI,3,"2.385,92","1.590,61",Masivo,23/04/25,Humana
43058893635,Contribuyente 0531,22025,3928688139,CM,"8.599.231,00",12,0,0,477440,"Venta al por menor de flores, plantas, semillas, abonos, fertilizantes y otros productos de vivero","125.884,12",1,"1.258,84",SI,3,"3.776,52","2.517,68",Masivo,23/04/25,Humana
37163893981,Contribuyente 0532,12025,3954253567,LO,"20.845.346,00",12,0,0,813000,Servicios de jardinería y mantenimiento de espacios verdes,"370.000,00","1,5","5.550,00",SI,3,"11.100,00","5.550,00",Masivo,23/04/25,Humana
32017763431,Contribuyente 0533,22025,3935624254,LO,"16.323.816,00",12,0,0,813000,Servicios de jardinería y mantenimiento de espacios verdes,"370.000,00","1,5","5.550,00",SI,3,"11.100,00","5.550,00",Masivo,23/04/25,Humana
45851380397,Contribuyente 0534,12025,3960910783,LO,"15.652.022,00",12,0,0,829909,Servicios empresariales n.c.p.,"437.064,72","1,5","6.555,97",SI,3,"13.111,94","6.555,97",Masivo,23/04/25,Humana
30416162834,Contribuyente 0535,22025,3930068696,LO,"14.970.936,00",12,0,0,829909,Servicios empresariales n.c.p.,"519.643,82","1,5","7.794,66",SI,3,"15.589,31","7.794,65",Masivo,23/04/25,Humana
50677475289,Contribuyente 0536,12025,3955032785,LO,"13.398.687,00",12,0,0,960990,Servicios personales n.c.p.,"781.764,00","1,5","11.726,46",SI,3,"23.452,92","11.726,46",Masivo,23/04/25,Humana
34464157181,Contribuyente 0537,22025,3937740236,LO,"9.320.747,00",12,0,0,960990,Servicios personales n.c.p.,"4.375.000,00","1,5","65.625,00",SI,3,"131.250,00","65.625,00",Masivo,23/04/25,Humana
47572846636,Contribuyente 0538,12025,3960049740,CM,"16.550.268,00",12,0,0,641941,Servicios de intermediación financiera realizada por las compañías financieras,"105.020,00",4,"4.200,80",SI,8,"8.401,60","4.200,80",Masivo,23/04/25,Humana
42232401974,Contribuyente 0539,22025,3937042516,CM,"22.394.123,00",12,0,0,641941,Servicios de intermediación financiera realizada por las compañías financieras,"126.200,00","3,5","4.417,00",SI,8,"10.096,00","5.679,00",Masivo,23/04/25,Humana
35830338896,Contribuyente 0540,12025,3955265631,LO,"1.003.099,00",3,0,0,960990,Servicios personales n.c.p.,"270.000,00","1,5","4.050,00",SI,3,"8.100,00","4.050,00",Masivo,23/04/25,Humana
34225604462,Contribuyente 0541,22025,3937345450,CM,"14.442.685,00",12,0,0,662020,Servicios de productores y asesores de seguros,"455.597,27","4,4","20.046,28",SI,"5,5","25.057,85","5.011,57",Masivo,23/04/25,Humana
29793286812,Contribuyente 0542,12025,3961161004,CM,"23.387.895,00",12,0,0,662020,Servicios de productores y asesores de seguros,"876.632,05","4,4","38.571,81",SI,"5,5","48.214,76","9.642,95",Masivo,23/04/25,Humana
38688956482,Contribuyente 0543,22025,3940236698,LO,"12.582.643,00",12,7083475,12,662090,Servicios auxiliares a los servicios de seguros n.c.p.,"569.932,33",5,"28.496,62",SI,"5,5","31.346,28","2.849,66",Masivo,23/04/25,Humana
51389838591,Contribuyente 0544,12025,3959443262,LO,"17.635.318,00",12,7083348,12,662090,Servicios auxiliares a los servicios de seguros n.c.p.,"1.154.443,28",5,"57.722,16",SI,"5,5","63.494,38","5.772,22",Masivo,23/04/25,Humana
40881585416,Contribuyente 0545,12025,3937466525,LO,"16.541.964,00",12,1036860,12,920001,"Servicios de recepción de apuestas de quiniela, lotería y similares","117.600,00",3,"3.528,00",SI,6,"7.056,00","3.528,00",Masivo,23/04/25,Humana
40219351402,Contribuyente 0546,12025,3938534192,CM,"20.538.358,00",12,0,0,749009,"Actividades profesionales, científicas y técnicas n.c.p.","3.000.000,00","0,75","22.500,00",SI,3,"90.000,00","67.500,00",Masivo,23/04/25,Humana
50839108855,Contribuyente 0547,12025,3941232138,LO,"9.451.517,00",12,0,0,651220,Servicios de seguros patrimoniales excepto los de las aseguradoras de riesgo de trabajo (ART),"948.224,78",5,"47.411,24",SI,"5,5","52.152,36","4.741,12",Masivo,23/04/25,Humana
33143173553,Contribuyente 0548,22025,3929002841,LO,"9.092.451,00",12,0,0,651220,Servicios de seguros patrimoniales excepto los de las aseguradoras de riesgo de trabajo (ART),"1.070.958,93",5,"53.547,95",SI,"5,5","58.902,74","5.354,79",Masivo,23/04/25,Humana
43565862454,Contribuyente 0549,22025,3952963174,LO,"7.565.596,00",12,6808085,12,331400,Reparación y mantenimiento de maquinaria y aparatos eléctricos,"985.068,00",2,"19.701,36",SI,3,"29.552,04","9.850,68",Masivo,23/04/25,Humana
27160885065,Contribuyente 0550,12025,3956351597,LO,"11.555.077,00",12,6808042,12,331400,Reparación y mantenimiento de maquinaria y aparatos eléctricos,"1.170.120,67",2,"23.402,41",SI,3,"35.103,62","11.701,21",Masivo,23/04/25,Humana
32026120992,Contribuyente 0551,22025,3934254453,LO,"14.193.022,00",12,0,0,492120,Servicios de transporte automotor de pasajeros mediante taxis y remises; alquiler de autos con chofer,"1.206.787,77","0,5","6.033,94",SI,"0,75","9.050,91","3.016,97",Masivo,23/04/25,Humana
52754191648,Contribuyente 0552,12025,3954906356,LO,"15.700.952,00",12,0,0,492120,Servicios de transporte automotor de pasajeros mediante taxis y remises; alquiler de autos con chofer,"1.255.259,07","0,5","6.276,30",SI,"0,75","9.414,44","3.138,14",Masivo,23/04/25,Humana
50881038143,Contribuyente 0553,12025,3929128863,LO,"14.098.056,00",12,0,0,702099,"Servicios de asesoramiento, dirección y gestión empresarial n.c.p.","927.334,40","1,5","13.910,02",SI,3,"27.820,03","13.910,01",Masivo,23/04/25,Humana
36309622064,Contribuyente 0554,12025,3935242885,CM,"4.385.759,00",12,0,0,662020,Servicios de productores y asesores de seguros,"221.317,00",3,"6.639,51",SI,"5,5","12.172,43","5.532,92",Masivo,23/04/25,Humana
49837268990,Contribuyente 0555,12025,3939913664,CM,"16.789.502,00",12,0,0,681020,Servicios de alquiler de consultorios médicos,"920.000,00","1,5","13.800,00",SI,3,"27.600,00","13.800,00",Masivo,23/04/25,Humana
51739216149,Contribuyente 0556,22025,3936287191,CM,"13.844.443,00",12,0,0,681020,Servicios de alquiler de consultorios médicos,"980.000,00","1,5","14.700,00",SI,3,"29.400,00","14.700,00",Masivo,23/04/25,Humana
27852161978,Contribuyente 0557,12025,3957531352,CM,"2.283.927,00",12,0,0,829909,Servicios empresariales n.c.p.,"530.000,00","1,5","7.950,00",SI,3,"15.900,00","7.950,00",Masivo,23/04/25,Humana
50559322638,Contribuyente 0558,12025,3938257866,CM,"17.251.853,00",12,0,0,662090,Servicios auxiliares a los servicios de seguros n.c.p.,"1.944.000,00",3,"58.320,00",SI,"5,5","106.920,00","48.600,00",Masivo,23/04/25,Humana
36562192896,Contribuyente 0559,12025,3944008215,CM,"15.130.165,00",12,0,0,741000,Servicios de diseño especializado,"796.000,00","2,5","19.900,00",SI,3,"23.880,00","3.980,00",Masivo,23/04/25,Humana
52285601905,Contribuyente 0560,22025,3934927339,CM,"12.058.978,00",12,0,0,741000,Servicios de diseño especializado,"1.430.100,00","2,5","35.752,50",SI,3,"42.903,00","7.150,50",Masivo,23/04/25,Humana
47758484484,Contribuyente 0561,22025,3959537836,LO,"9.182.921,00",12,0,0,477130,Venta al por menor de indumentaria para bebés y niños,"708.500,00","1,5","10.627,50",SI,3,"21.255,00","10.627,50",Masivo,23/04/25,Humana
37533743705,Contribuyente 0562,22025,3966007956,LO,"4.340.469,00",12,0,0,331301,"Reparación y mantenimiento de instrumentos médicos, ópticos y de precisión; equipo fotográfico, aparatos para medir, ensayar o navegar; relojes, excepto para uso personal o doméstico","1.350.000,00","1,5","20.250,00",SI,3,"40.500,00","20.250,00",Masivo,23/04/25,Humana
51006326782,Contribuyente 0563,22025,3963336296,LO,"847.590,00",12,0,0,960990,Servicios personales n.c.p.,"1.300.000,00","1,5","19.500,00",SI,3,"39.000,00","19.500,00",Masivo,23/04/25,Humana
33818728399,Contribuyente 0564,22025,3966742037,CM,"2.252.660,00",12,0,0,662020,Servicios de productores y asesores de seguros,"50.292,84","4,5","2.263,18",SI,"5,5","2.766,11","502,93",Masivo,23/04/25,Humana
